Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.12-192.168.10.50-45392-21-6,192.168.10.12,45392,192.168.10.50,21,6,5/7/2017 8:44,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-192.168.10.50-50454-22-6,192.168.10.12,50454,192.168.10.50,22,6,5/7/2017 8:44,2941634,47,46,2664,6954,456,0,56.68085106,104.7674664,976,0,151.173913,307.3801341,3269.611379,31.61508196,31974.28261,175352.7853,1381194,1,2941634,63948.56522,249256.0745,1381194,1,1981577,44035.04444,211390.3154,1402940,1,0,0,0,0,1520,1488,15.97751454,15.63756742,0,976,102.3191489,231.2838508,53492.21963,0,0,0,1,0,0,0,0,0,103.4193548,56.68085106,151.173913,1520,0,0,0,0,0,0,47,2664,46,6954,29200,243,24,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-192.168.10.50-50454-22-6,192.168.10.12,50454,192.168.10.50,22,6,5/7/2017 8:44,151,1,1,0,0,0,0,0,0,0,0,0,0,0,13245.03311,151,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6622.516556,6622.516556,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-192.168.10.50-50458-22-6,192.168.10.12,50458,192.168.10.50,22,6,5/7/2017 8:44,281683,35,34,2488,6562,456,0,71.08571429,118.2145038,976,0,193,346.1553338,32128.31445,244.9562096,4142.397059,13527.23447,91743,0,281683,8284.794118,30375.29809,176271,1,278796,8448.363636,19005.97108,91743,1,0,0,0,0,1136,1104,124.2531498,120.7030598,0,976,129.2857143,261.0626635,68153.71429,0,0,0,1,0,0,0,0,0,131.1594203,71.08571429,193,1136,0,0,0,0,0,0,35,2488,34,6562,29200,243,20,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-192.168.10.50-50458-22-6,192.168.10.12,50458,192.168.10.50,22,6,5/7/2017 8:44,50,1,1,0,0,0,0,0,0,0,0,0,0,0,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20000,20000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0,0,0,0,0,0,0,0,BENIGN
131.253.61.66-192.168.10.14-443-49475-6,192.168.10.14,49475,131.253.61.66,443,6,5/7/2017 8:44,235912,13,15,5785,16832,3441,0,445,986.2071283,2920,2,1122.133333,912.2924709,95870.49408,118.6883245,8737.481481,17275.63302,49854,19,235805,19650.41667,27297.17463,73814,51,190098,13578.42857,22655.5343,64375,48,0,0,0,0,272,308,55.1052935,63.58303096,0,3441,779.8965517,984.6372191,969510.4532,0,0,0,1,0,0,0,0,1,807.75,445,1122.133333,272,0,0,0,0,0,0,13,5785,15,16832,8192,64240,12,20,0,0,0,0,0,0,0,0,BENIGN
131.253.61.66-192.168.10.14-443-49475-6,192.168.10.14,49475,131.253.61.66,443,6,5/7/2017 8:44,3,2,0,91,0,85,6,45.5,55.86143571,0,0,0,0,3.03E+07,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88,45.5,0,40,0,0,0,0,0,0,2,91,0,0,64240,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
134.170.51.247-192.168.10.14-443-49477-6,192.168.10.14,49477,134.170.51.247,443,6,5/7/2017 8:44,234211,9,7,1489,5819,581,0,165.4444444,228.0033504,1957,0,831.2857143,811.84188,31202.63352,68.31446858,15614.06667,22378.20065,53094,3,234211,29276.375,25353.3964,55541,3,169276,28212.66667,28822.05108,59757,48,0,0,0,0,192,152,38.42688857,29.88758,0,1957,429.8823529,628.113533,394526.6103,0,0,0,1,0,0,0,0,0,456.75,165.4444444,831.2857143,192,0,0,0,0,0,0,9,1489,7,5819,8192,251,8,20,0,0,0,0,0,0,0,0,BENIGN
173.194.206.109-192.168.10.12-465-47222-6,192.168.10.12,47222,173.194.206.109,465,6,5/7/2017 8:44,3785483,20,24,1344,4520,362,0,67.2,84.30246297,1418,0,188.3333333,408.5082796,1549.075772,11.62335163,88034.48837,235729.7096,1270163,1,3734345,196544.4737,339635.3005,1270163,215,3735285,162403.6957,322807.0933,1320134,1,0,0,0,0,648,776,5.28334165,6.34000998,0,1418,130.3111111,307.1380961,94333.8101,0,0,0,1,0,0,0,0,1,133.2727273,67.2,188.3333333,648,0,0,0,0,0,0,20,1344,24,4520,29200,175,12,32,0,0,0,0,0,0,0,0,BENIGN
173.194.206.109-192.168.10.12-465-47222-6,192.168.10.12,47222,173.194.206.109,465,6,5/7/2017 8:44,4,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,9250000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,307,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.15.4.24-49440-80-6,192.168.10.15,49440,23.15.4.24,80,6,5/7/2017 8:44,15113,1,1,6,6,6,6,6,0,6,6,6,0,794.0183948,132.3363991,15113,0,15113,15113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,66.16819956,66.16819956,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,255,946,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-104.88.33.160-49448-443-6,192.168.10.15,49448,104.88.33.160,443,6,5/7/2017 8:44,23293,1,2,6,37,6,6,6,0,31,6,18.5,17.67766953,1846.048169,128.7940583,11646.5,16464.9814,23289,4,0,0,0,0,0,4,4,0,4,4,0,0,0,0,20,40,42.93135277,85.86270553,6,31,12.25,12.5,156.25,0,0,0,0,1,1,0,0,2,16.33333333,6,18.5,20,0,0,0,0,0,0,1,6,2,37,251,980,0,20,0,0,0,0,0,0,0,0,BENIGN
165.254.0.106-192.168.10.15-80-49447-6,192.168.10.15,49447,165.254.0.106,80,6,5/7/2017 8:44,23174,1,1,6,6,6,6,6,0,6,6,6,0,517.8216967,86.30361612,23174,0,23174,23174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.15180806,43.15180806,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,1114,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.217.36.24-49450-443-6,192.168.10.15,49450,23.217.36.24,443,6,5/7/2017 8:44,32748,1,2,6,37,6,6,6,0,31,6,18.5,17.67766953,1313.057286,91.60864786,16374,23150.67602,32744,4,0,0,0,0,0,4,4,0,4,4,0,0,0,0,20,40,30.53621595,61.0724319,6,31,12.25,12.5,156.25,0,0,0,0,1,1,0,0,2,16.33333333,6,18.5,20,0,0,0,0,0,0,1,6,2,37,256,980,0,20,0,0,0,0,0,0,0,0,BENIGN
131.253.61.82-192.168.10.15-443-49456-6,192.168.10.15,49456,131.253.61.82,443,6,5/7/2017 8:44,312696,12,14,5731,17628,3393,0,477.5833333,1008.170301,2920,0,1259.142857,962.0065454,74701.94694,83.14784967,12507.84,21125.38926,61192,3,295640,26876.36364,33384.37031,96431,51,266072,20467.07692,27096.65506,61541,3,0,0,0,0,252,292,38.37593062,44.77191905,0,3393,865.1481481,1036.555342,1074446.977,0,0,0,1,0,0,0,0,1,898.4230769,477.5833333,1259.142857,252,0,0,0,0,0,0,12,5731,14,17628,8192,256,11,20,0,0,0,0,0,0,0,0,BENIGN
131.253.61.82-192.168.10.15-443-49456-6,192.168.10.15,49456,131.253.61.82,443,6,5/7/2017 8:44,362,3,0,97,0,85,6,32.33333333,45.61067127,0,0,0,0,267955.8011,8287.292818,181,250.3158005,358,4,362,181,250.3158005,358,4,0,0,0,0,0,0,0,0,0,60,0,8287.292818,0,6,85,25.75,39.5,1560.25,0,0,0,0,1,0,0,0,0,34.33333333,32.33333333,0,60,0,0,0,0,0,0,3,97,0,0,256,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-40.83.143.209-49460-443-6,192.168.10.14,49460,40.83.143.209,443,6,5/7/2017 8:42,91200947,92,79,117307,14723,8037,6,1275.076087,1703.041218,869,6,186.3670886,320.8569526,1447.682336,1.874980531,536476.1588,5124310.618,6.69E+07,1,9.12E+07,1002208.209,6989829.595,6.69E+07,4,2.42E+07,310033.5769,355519.3756,1435968,1,1,0,0,0,1840,1580,1.008761455,0.866219076,6,8037,769.2267442,1373.482597,1886454.445,0,1,0,0,1,0,0,0,0,773.7251462,1275.076087,186.3670886,1840,0,0,0,0,0,0,92,117307,79,14723,258,513,91,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-40.83.143.209-49461-443-6,40.83.143.209,443,192.168.10.14,49461,6,5/7/2017 8:42,91415172,78,92,14157,118657,869,6,181.5,313.0227057,19530,6,1289.75,2266.263879,1452.866052,1.859647543,540918.1775,4748236.131,6.16E+07,1,2.98E+07,386829.9091,724072.7168,5810755,1,9.14E+07,1004037.011,6452624.682,6.16E+07,16,1,0,0,0,1560,1840,0.853250049,1.006397494,6,19530,781.7719298,1760.296168,3098642.601,0,1,0,0,1,0,0,0,1,786.3705882,181.5,1289.75,1560,0,0,0,0,0,0,78,14157,92,118657,513,258,77,20,2.40E+07,0,2.40E+07,2.40E+07,5676820,0,5676820,5676820,BENIGN
192.168.10.15-64.4.54.36-49457-443-6,192.168.10.15,49457,64.4.54.36,443,6,5/7/2017 8:44,459696,9,9,2947,6537,1845,0,327.4444444,611.7364856,1460,0,726.3333333,708.4096626,20631.02572,39.156312,27040.94118,41853.141,150208,24,459696,57462,81652.00451,244882,63,395662,49457.75,52689.70665,150208,48,0,0,0,0,192,192,19.578156,19.578156,0,1845,499.1578947,666.146986,443751.807,0,0,0,1,0,0,0,0,1,526.8888889,327.4444444,726.3333333,192,0,0,0,0,0,0,9,2947,9,6537,8192,510,8,20,0,0,0,0,0,0,0,0,BENIGN
134.170.51.247-192.168.10.14-443-49478-6,192.168.10.14,49478,134.170.51.247,443,6,5/7/2017 8:44,3803148,40,58,139678,9909,23360,0,3491.95,4252.748282,2920,0,170.8448276,510.3019334,39332.4162,25.76812683,39207.71134,307498.4399,3029131,1,3803148,97516.61538,483113.6381,3029131,16,3588943,62963.91228,411245.8421,3110654,1,0,0,0,0,812,1172,10.51760279,15.25052404,0,23360,1510.979798,3168.097781,1.00E+07,0,0,0,1,0,0,0,0,1,1526.397959,3491.95,170.8448276,812,0,0,0,0,0,0,40,139678,58,9909,8192,256,39,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-13.78.188.147-49442-443-6,192.168.10.15,49442,13.78.188.147,443,6,5/7/2017 8:44,63762,1,1,6,6,6,6,6,0,6,6,6,0,188.1998683,31.36664471,63762,0,63762,63762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.68332236,15.68332236,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,257,509,0,20,0,0,0,0,0,0,0,0,BENIGN
172.217.11.46-192.168.10.12-443-42064-6,192.168.10.12,42064,172.217.11.46,443,6,5/7/2017 8:44,156635,9,7,510,4512,206,0,56.66666667,83.32616636,1418,0,644.5714286,692.8861997,32061.79973,102.1483066,10442.33333,15357.39544,37710,4,156635,19579.375,25765.07805,60990,4,91992,15332,19158.2573,41078,4,0,0,0,0,296,232,57.45842245,44.68988413,0,1418,295.4117647,523.7927857,274358.8824,0,0,0,1,0,0,0,0,0,313.875,56.66666667,644.5714286,296,0,0,0,0,0,0,9,510,7,4512,29200,340,4,32,0,0,0,0,0,0,0,0,BENIGN
172.217.11.46-192.168.10.12-443-42064-6,172.217.11.46,443,192.168.10.12,42064,6,5/7/2017 8:44,3140,2,1,38,6,38,0,19,26.87005769,6,6,6,0,14012.73885,955.4140127,1570,2121.320344,3070,70,3140,3140,0,3140,3140,0,0,0,0,0,1,0,0,0,64,20,636.9426752,318.4713376,0,38,20.5,20.35517952,414.3333333,0,1,0,0,1,0,0,0,0,27.33333333,19,6,64,0,0,0,0,0,0,2,38,1,6,349,0,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49480-6,192.168.10.14,49480,192.168.10.3,88,6,5/7/2017 8:44,592,7,4,458,358,220,0,65.42857143,105.6264758,179,0,89.5,103.3456982,1378378.378,18581.08108,59.2,109.8491895,358,1,592,98.66666667,179.7405538,460,1,437,145.6666667,247.1059152,431,3,0,0,0,0,164,104,11824.32432,6756.756757,0,220,68,97.93411514,9591.090909,0,0,0,1,0,0,0,0,0,74.18181818,65.42857143,89.5,164,0,0,0,0,0,0,7,458,4,358,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49481-6,192.168.10.14,49481,192.168.10.3,88,6,5/7/2017 8:44,791,9,4,630,2944,300,0,70,130.4223907,1472,0,736,849.8595962,4518331.226,16434.89254,65.91666667,156.3111456,550,1,791,98.875,219.5472208,626,1,670,223.3333333,379.0307815,661,4,0,0,0,0,204,104,11378.00253,5056.890013,0,1472,255.2857143,526.3339724,277027.4505,0,0,0,1,0,0,0,0,0,274.9230769,70,736,204,0,0,0,0,0,0,9,630,4,2944,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49482-6,192.168.10.14,49482,192.168.10.3,88,6,5/7/2017 8:44,1010,7,4,2794,2830,1388,0,399.1428571,675.5233597,1415,0,707.5,816.9506309,5568316.832,10891.08911,101,238.1838692,775,1,1010,168.3333333,340.1221349,861,1,893,297.6666667,471.1022536,841,3,0,0,0,0,164,104,6930.693069,3960.39604,0,1415,468.6666667,688.9956239,474714.9697,0,0,0,1,0,0,0,0,0,511.2727273,399.1428571,707.5,164,0,0,0,0,0,0,7,2794,4,2830,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49483-6,192.168.10.14,49483,192.168.10.3,88,6,5/7/2017 8:44,572,7,4,470,370,226,0,67.14285714,108.5532566,185,0,92.5,106.8097998,1468531.469,19230.76923,57.2,99.64804731,328,1,572,95.33333333,160.6669433,413,1,449,149.6666667,254.0341184,443,3,0,0,0,0,164,104,12237.76224,6993.006993,0,226,70,100.8644455,10173.63636,0,0,0,1,0,0,0,0,0,76.36363636,67.14285714,92.5,164,0,0,0,0,0,0,7,470,4,370,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49483-6,192.168.10.3,88,192.168.10.14,49483,6,5/7/2017 8:44,20,1,1,6,6,6,6,6,0,6,6,6,0,600000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,2053,255,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49484-6,192.168.10.14,49484,192.168.10.3,88,6,5/7/2017 8:44,774,9,4,642,2944,306,0,71.33333333,133.067652,1472,0,736,849.8595962,4633074.935,16795.86563,64.5,164.9107196,584,1,774,96.75,213.8135035,619,1,703,234.3333333,398.9502893,695,3,0,0,0,0,204,104,11627.90698,5167.958656,0,1472,256.1428571,526.4168949,277114.7473,0,0,0,1,0,0,0,0,0,275.8461538,71.33333333,736,204,0,0,0,0,0,0,9,642,4,2944,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-88-49487-6,192.168.10.14,49487,192.168.10.3,88,6,5/7/2017 8:44,985,9,6,3130,3042,1550,0,347.7777778,681.6006488,1515,0,507,780.7980533,6265989.848,15228.4264,70.35714286,185.7498761,712,1,985,123.125,268.4768878,785,1,860,172,304.0657824,712,4,0,0,0,0,204,144,9137.055838,6091.370558,0,1550,385.75,683.8544192,467656.8667,0,0,0,1,0,0,0,0,0,411.4666667,347.7777778,507,204,0,0,0,0,0,0,9,3130,6,3042,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-389-49489-6,192.168.10.14,49489,192.168.10.3,389,6,5/7/2017 8:44,391938,15,12,4106,1044,1646,0,273.7333333,561.9081606,210,0,87,89.21475622,13139.83334,68.88844664,15074.53846,66224.1983,335819,1,391938,27995.57143,89695.22731,335819,3,391847,35622.45455,117048.5316,388534,1,0,0,0,0,324,264,38.27135925,30.6170874,0,1646,183.9285714,420.5581766,176869.1799,0,0,0,1,0,0,0,0,0,190.7407407,273.7333333,87,324,0,0,0,0,0,0,15,4106,12,1044,8192,0,13,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-389-49489-6,192.168.10.3,389,192.168.10.14,49489,6,5/7/2017 8:44,16,1,1,6,6,6,6,6,0,6,6,6,0,750000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,62500,62500,6,6,6,0,0,1,0,0,0,0,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,0,254,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-389-49488-6,192.168.10.14,49488,192.168.10.3,389,6,5/7/2017 8:44,401719,15,12,5036,1566,1660,0,335.7333333,573.0133963,507,0,130.5,191.6224982,16434.37328,67.21116004,15450.73077,67029.5267,340255,2,401719,28694.21429,90736.68424,340255,3,401672,36515.63636,118092.1564,392545,3,0,0,0,0,324,264,37.33953336,29.87162668,0,1660,235.7857143,444.688435,197747.8042,0,0,0,1,0,0,0,0,0,244.5185185,335.7333333,130.5,324,0,0,0,0,0,0,15,5036,12,1566,8192,0,13,20,0,0,0,0,0,0,0,0,BENIGN
134.170.51.247-192.168.10.14-443-49479-6,192.168.10.14,49479,134.170.51.247,443,6,5/7/2017 8:44,4866509,37,55,138078,6506,24820,0,3731.837838,4323.523059,1460,0,118.2909091,361.068049,29710.00362,18.90472205,53478.12088,448910.0481,4286240,3,4866509,135180.8056,712230.5123,4286240,4,480767,8903.092593,18977.56836,68742,3,0,0,0,0,752,1112,7.602986042,11.30173601,0,24820,1554.666667,3249.175525,1.06E+07,0,0,0,1,0,0,0,0,1,1571.565217,3731.837838,118.2909091,752,0,0,0,0,0,0,37,138078,55,6506,8192,256,36,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-64.4.54.36-49490-443-6,192.168.10.14,49490,64.4.54.36,443,6,5/7/2017 8:44,317120,9,8,2931,6531,1829,0,325.6666667,606.778172,1460,0,816.375,700.103449,29837.28557,53.6074672,19820,27989.16286,66740,23,317120,39640,36091.4342,91129,161,252831,36118.71429,38088.36047,83255,48,0,0,0,0,192,172,28.38042381,25.22704339,0,1829,525.6666667,672.522381,452286.3529,0,0,0,1,0,0,0,0,0,556.5882353,325.6666667,816.375,192,0,0,0,0,0,0,9,2931,8,6531,8192,510,8,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-91.189.95.83-34984-80-6,192.168.10.12,34984,91.189.95.83,80,6,5/7/2017 8:44,2330196,5,3,221,216,221,0,44.2,98.83420461,216,0,72,124.7076581,187.5378724,3.433187595,332885.1429,798559.6023,2141053,15,2330196,582549,1039955.922,2141053,94,95176,47588,66569.86081,94660,516,0,0,0,0,168,104,2.145742247,1.287445348,0,221,48.55555556,96.35755174,9284.777778,0,0,0,1,0,0,0,0,0,54.625,44.2,72,168,0,0,0,0,0,0,5,221,3,216,29200,62,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-91.189.88.149-37830-80-6,192.168.10.12,37830,91.189.88.149,80,6,5/7/2017 8:44,2330574,194,260,1734,562029,1269,0,8.93814433,93.94782086,4344,0,2161.65,832.9860719,241898.7769,194.8017956,5144.754967,65687.59603,1372883,0,2330574,12075.51295,100385.0358,1372997,1,863163,3332.675676,18275.51983,168947,1,0,0,0,0,6216,8328,83.24129592,111.5604997,0,4344,1239.03956,1239.773607,1537038.598,0,0,0,1,0,0,0,0,1,1241.768722,8.93814433,2161.65,6216,0,0,0,0,0,0,194,1734,260,562029,29200,265,3,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-91.189.88.149-37828-80-6,192.168.10.12,37828,91.189.88.149,80,6,5/7/2017 8:44,2348136,1105,1647,3695,3356813,2541,0,3.343891403,77.97467608,4344,0,2038.137826,804.1078178,1431138.571,1171.993445,853.5572519,6191.59181,104145,0,2348136,2126.934783,9691.26912,104419,1,2233048,1356.651276,8082.354599,114423,1,0,0,0,0,37076,52712,470.5860308,701.4074142,0,4344,1220.671268,1176.715541,1384659.464,0,0,0,1,0,0,0,0,1,1221.114826,3.343891403,2038.137826,37076,0,0,0,0,0,0,1105,3695,1647,3356813,29200,344,6,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.194.141.143-49492-80-6,192.168.10.14,49492,23.194.141.143,80,6,5/7/2017 8:44,46563,4,5,1594,214,1242,0,398.5,585.123064,196,0,42.8,85.68080298,38829.11324,193.286515,5820.375,10575.59388,22960,1,23126,7708.666667,13273.86038,23036,42,23617,5904.25,11492.64499,23140,1,0,0,0,0,92,112,85.9051178,107.3813972,0,1242,180.8,390.7192229,152661.5111,0,0,0,1,0,0,0,0,1,200.8888889,398.5,42.8,92,0,0,0,0,0,0,4,1594,5,214,8192,1024,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.194.141.143-49492-80-6,192.168.10.14,49492,23.194.141.143,80,6,5/7/2017 8:44,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.194.141.143-49495-80-6,192.168.10.14,49495,23.194.141.143,80,6,5/7/2017 8:44,46696,5,7,2252,220,1900,0,450.4,823.9313078,196,0,31.42857143,72.62427772,52938.15316,256.981326,4245.090909,8953.366735,22984,1,45011,11252.75,12880.37128,23062,49,23712,3952,8840.952415,21971,1,0,0,0,0,124,164,107.0755525,149.9057735,0,1900,190.1538462,524.2654935,274854.3077,0,0,0,1,0,0,0,0,1,206,450.4,31.42857143,124,0,0,0,0,0,0,5,2252,7,220,8192,1129,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.194.141.143-49495-80-6,192.168.10.14,49495,23.194.141.143,80,6,5/7/2017 8:44,52,2,0,12,0,6,6,6,0,0,0,0,0,230769.2308,38461.53846,52,0,52,52,52,52,0,52,52,0,0,0,0,0,0,0,0,0,40,0,38461.53846,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-54.231.112.171-33330-443-6,192.168.10.12,33330,54.231.112.171,443,6,5/7/2017 8:44,8424233,26,29,831,29732,249,0,31.96153846,63.51156164,4296,0,1025.241379,1076.410558,3627.986073,6.528784282,156004.3148,854671.2382,5998974,1,6419041,256761.64,1196562.879,5999171,3,8373179,299042.1071,1179033.267,5998974,1,0,0,0,0,540,592,3.086334388,3.442449894,0,4296,545.7678571,918.2200962,843128.1451,0,0,0,1,0,0,0,0,1,555.6909091,31.96153846,1025.241379,540,0,0,0,0,0,0,26,831,29,29732,29200,70,25,20,420020,0,420020,420020,5998974,0,5998974,5998974,BENIGN
134.170.51.247-192.168.10.14-443-49503-6,192.168.10.14,49503,134.170.51.247,443,6,5/7/2017 8:44,607723,22,22,8919,19751,1749,0,405.4090909,538.6564997,2037,0,897.7727273,701.8936924,47176.09832,72.40140656,14133.09302,20033.44507,54256,4,607723,28939.19048,30384.76378,85520,4,540956,25759.80952,31952.67376,84081,48,0,0,0,0,452,452,36.20070328,36.20070328,0,2037,637.1111111,666.0721781,443652.1465,0,0,0,1,0,0,0,0,1,651.5909091,405.4090909,897.7727273,452,0,0,0,0,0,0,22,8919,22,19751,8192,256,21,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-135-49485-6,192.168.10.14,49485,192.168.10.3,135,6,5/7/2017 8:44,10591250,11,6,574,472,156,0,52.18181818,67.68429387,152,0,78.66666667,68.10188446,98.7607695,1.605098548,661953.125,2632480.047,1.05E+07,1,1.06E+07,1059125,3329042.877,1.05E+07,1,484,96.8,89.00674132,199,3,0,0,0,0,244,144,1.038593178,0.56650537,0,156,58.11111111,66.55372787,4429.398693,0,0,0,1,0,0,0,0,0,61.52941176,52.18181818,78.66666667,244,0,0,0,0,0,0,11,574,6,472,8192,2052,9,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-135-49485-6,192.168.10.14,49485,192.168.10.3,135,6,5/7/2017 8:44,50,1,3,6,18,6,6,6,0,6,6,6,0,480000,80000,16.66666667,25.42308662,46,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,20000,60000,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,255,2052,0,20,0,0,0,0,0,0,0,0,BENIGN
